,title,type,date,abstract,abbreviations,funding,keywords,year
16,,,[],"
 . To establish a clear understanding of the role of biantennary branching glycans and genetic variants of α -acid glycoprotein (AGP) in enantioselective bindings of basic drug. 
 . Human native AGP was separated using concanavalin A affinity chromatography into two subfractions, the unretained fraction (UR-AGP, defect of biantennary glycan) and the retained fraction (R-AGP, possessing biantennary glycan(s)). Imminodiacetate-copper (II) affinity chromatography was used to separate human native AGP into A variant and a mixture of F1 and S variants (F1*S variants). The mixed solutions of the ( )- or ( )-isomer of the model drugs (15 μM disopyramide (DP) or 30 μM verapamil (VER)) and 40 μM of respective AGP species were subjected to high-performance frontal analysis/capillary electrophoresis (HPFA/CE) to determine the unbound drug concentrations. 
 . The unbound concentrations (Cu) of DP in UR-AGP solutions were lower than those in R-AGP solutions, whereas there was no significant difference in the enantiomeric ratios (Cu( )/Cu( )) of DP between UR- and R-AGP solutions. In case of genetic variant, the Cu( )/Cu( ) values of DP in F1*S and A solutions were 1.07 and 2.37, respectively. On the other hand, the enantiomeric ratio of VER in F1*S and A variant solutions were 0.900 and 0.871, respectively. 
 . The biantennary glycan structures are related to binding affinity of DP to AGP, but not responsible for the enantioselectivity. Genetic variants give significant effect on the enantioselectivity in DP binding, but not in VER binding.",,,,2001
17,,,[],"
 . To determine inter-lot and intra-subject variability in the bioavailability of the 100 mg extended phenytoin sodium capsules. In addition, to determine the effect of gender and menstrual cycle on phenytoin bioavailability. 
 . Three different lots of extended phenytoin sodium capsules were given to 12 healthy male and 12 healthy female subjects in a crossover fashion. One of the lots was also given a second time to each subject. Plasma phenytoin was determined, using an HPLC assay, in samples collected over a 73-hr period after each dose. 
 . The mean Cmax for the four administrations ranged from 1.71-1.79 μg/ml and mean AUC(0-∞) values from ranged 53.0-54.1 μg hr/ml. The elimination half-life was 3 hr shorter, and the AUC(0-∞) adjusted for the mg/kg dose was 30% lower for females. Average bioequivalence was demonstrated between the three lots for both Cmax and AUC(0-∞) based on the BE limit of 80-125%. Further, all confidence intervals of AUC(0-∞) fell within the limit of 90-111%. There were no differences in the confidence limits for Cmax and AUC(0-∞) determined separately for males and females. Also, there was no difference in the mean Cmax or AUC(0-∞) for females when analyzed as a function of the week of their menstrual cycle. Individual bioequivalence was demonstrated between three lots of phenytoin using the constant-scaled method, but not the reference-scaled method. 
 . There was very little difference in the bioavailability of the three lots of phenytoin. Females exhibited a lower AUC(0-∞) than males after adjustment of dose for body weight, but their inclusion in the study did not affect the assessment of bioequivalence. When dose was not adjusted for body weight, no difference in AUC(0-∞) was seen between males and females.",,,,2001
18,,,[],,,,,2001
19,,,[],,,,,2001
20,,,[],,,,,2001
21,,,[],,,,,2001
22,,,[],,,,,2001
23,,,[],"
 . The partitioning of cetirizine in a phosphatidylcholine liposomes/water system was compared with that of hydroxyzine and acrivastine to gain insight into the mechanisms of interaction of its various electrical species with membranes. 
 . The lipophilicity profiles of the compounds were obtained from equilibrium dialysis and potentiometry, and compared with changes in NMR relaxation rates. 
 . The neutral form of hydroxyzine interacted mainly via hydrophobic interactions with the bilayer lipid core of the membrane, whereas for the cationic form both hydrophobic and electrostatic interactions were involved. Zwitterionic and anionic cetirizine were less lipophilic than its cation, which behaved like the corresponding species of hydroxyzine. Zwitterionic cetirizine interacted more by weak electrostatic interactions with the polar headgroups of phospholipids than by hydrophobic interactions with the membrane interior. The lipophilicity of its anion reflected the balance of repulsive electrostatic interactions between the carboxylate and phosphate groups and the hydrophobic interactions with the lipid core. 
 . The study confirms that various mechanisms influence the interaction of solutes with liposomes. Combining experimental techniques and using suitable reference compounds proves useful.",,,,2001
24,,,[],"
 . This work examines whether ion–pairing contributes to the apparent lipophilicity of cations, which is seen by a shake–flask or titrimetic method to be influenced by the nature and concentration of counter–ions. 
 . To solve this problem, the lipophilicity of several quaternary ammonium drugs was measured by cyclic voltammetry in the 1,2–dichloroethane/water system. The standard ionic partition coefficient values so obtained (log  ° 
 ) were correlated with log  
  values calculated by the CLOGP algorithm for the respective neutral molecules. 
 . The standard (i.e., intrinsic) lipophilicity values are shown to depend on a, the structure of the ion (nature, volume, charge), and b, on the Galvani potential difference at the ITIES (interface between two immiscible electrolyte solutions). 
 . The standard lipophilicity values were not influenced by counter–ions. In contrast, simulations showed that the increased apparent lipophilicity of cations, as measured by the shake–flask method in the presence of lipophilic anions, is fully accounted for by the resulting increase in the Galvani potential difference.",,,,2001
25,,,[],,,,,2001
26,,,[],,,,,2001
27,,,[],,,,,2001
28,,,[],"
 . To study the fracture behavior of the major habit faces of paracetamol single crystals using microindentation techniques and to correlate this with crystal structure and molecular packing. 
 . Vicker's microindentation techniques were used to measure the hardness and crack lengths. The development of all the major radial cracks was analyzed using the Laugier relationship and fracture toughness values evaluated. 
 . Paracetamol single crystals showed severe cracking and fracture around all Vicker's indentations with a limited zone of plastic deformation close to the indent. This is consistent with the material being a highly brittle solid that deforms principally by elastic deformation to fracture rather than by plastic flow. Fracture was associated predominantly with the (010) cleavage plane, but was also observed parallel to other lattice planes including (110), (210) and (100). The cleavage plane (010) had the lowest fracture toughness value, K  = 0.041MPa m , while the greatest value, K  = 0.105MPa m  was obtained for the (210) plane. 
 . Paracetamol crystals showed severe cracking and fracture because of the highly brittle nature of the material. The fracture behavior could be explained on the basis of the molecular packing arrangement and the calculated attachment energies across the fracture planes.",,,,2001
29,,,[],"
 . To investigate the possibility of modulating the compression shear strength of agglomerates by the incorporation of a solution binder and to study the subsequent effect on the deformation behavior and tablet forming ability of the agglomerates. 
 . Various concentrations (0.5 to 10%) of polyethylene glycol were incorporated as a solution binder into microcrystalline cellulose agglomerates of different porosity (10 and 20%) and the shear strength of the agglomerates, as evaluated by the 1/b value of the Kawakita equation, and the permeability to air and tensile strength of tablets formed from them were determined. 
 . Increased agglomerate porosity and concentration of polyethylene glycol reduced the 1/b values, which led to the formation of tablets with a lower permeability. A decreased tablet permeability corresponded to an increased tablet tensile strength except that the highest binder content was associated with a drop in the tablet tensile strength. 
 . The solution binder reduced the agglomerate shear strength, which was expressed as an increased degree of agglomerate deformation during compression. The latter seemed to be controlled by both agglomerate porosity and shear strength. The main role of the solution binder in improving the agglomerate compactability was to increase the degree of deformation of agglomerates during compression.",,,,2001
30,,,[],"
 . The acidic microclimate in poly(D, L-lactide-co-glycolide) 50/50 microspheres has been previously demonstrated by our group as the primary instability source of encapsulated bovine serum albumin (BSA). The objectives of this study were to stabilize the encapsulated model protein, BSA, and to achieve continuous protein release by using a blend of: slowly degrading poly(D, L-lactide) (PLA), to reduce the production of acidic species during BSA release; and pore-forming poly(ethylene glycol) (PEG), to increase diffusion of BSA and polymer degradation products out of the polymer. 
 . Microspheres were formulated from blends of PLA (Mw 145,000) and PEG (Mw 10,000 or 35,000) by using an anhydrous oil-in-oil emulsion and solvent extraction (O/O) method. The polymer blend composition and phase miscibility were examined by FT-IR and DSC, respectively. Microsphere surface morphology, water uptake, and BSA release kinetics were also investigated. The stability of BSA encapsulated in microspheres was examined by losses in protein solubility, SDS-PAGE, IEF, CD, and fluorescence spectroscopy. 
 . PEG was successfully incorporated in PLA microspheres and shown to possess partial miscibility with PLA. A protein loading level of 5% (w/w) was attained in PLA/PEG microspheres with a mean diameter of approximately 100 μm. When PEG content was less than 20% in the blend, incomplete release of BSA was observed with the formation of insoluble, and primarily non-covalent aggregates. When 20%-30% PEG was incorporated in the blend formulation,   continuous protein release over 29 days was exhibited. Unreleased BSA in these formulations was water-soluble and structurally intact. 
 . Stabilization and controlled relaease of BSA from PLA/PEG microspheres was achieved due to low acid and high water content in the blend formulation.",,,,2001
31,,,[],"
 . The aim of this study was to obtain the resolution of flobufen enantiomers, an antiinflammatory active substance, by capillary electrophoresis with cyclodextrins. The mechanism of com- plexation and determination of the stoichiometry of the complexes were studied by NMR and the analytical method was developed and validated. 
 . Zone capillary electrophoresis coupled to direct ultraviolet detection was selected. The interaction between flobufen and the chiral selector was studied by NMR. Optimization of the separation was performed using a Box-Wilson Central Composite Design for three factors related to the composition of the electrolyte. 
 . Heptakis (2,3,6-tri- -methyl)-β-cyclodextrin (TM-β-CD) was found to be the most efficient selector via the formation of a 1:1 complex proved by NMR. Constants of complexation of flobufen enantiomers were determined by NMR and capillary electrophoresis. Optimal values for the critical factors of the analytical system were: pH (5.50), content in methanol (10% v/v), and TM-β-CD (30 mM). The ability of capillary electrophoresis to quantify as low as 0.1% (w/w) of   in  -flobufen or vice-versa was established. 
 . Capillary electrophoresis was shown to be a valuable method to control the enantiocomposition of flobufen by use of a chiral selector whose interactions with the analytes could be explored by NMR.",,,,2001
32,,,[],,,,,2001
33,,,[],,,,,2001
34,,,[],"
 . The pharmacological activity and pharmacokinetics of cisplatin (CDDP)-loaded polymeric micelles were examined to reveal their usefulness as a novel tumor-directed drug carrier system of CDDP. 
 . In biodistribution assay, free CDDP or CDDP-loaded micelles were administered intravenously to Lewis lung carcinoma-bearing mice. Antitumor activity and nephrotoxicity were respectively evaluated by the measurement of tumor size and plasma blood urea nitrogen (BUN) after single bolus i.v. administration of each drug. 
 . The time profile of the plasma Pt level after the injection of the micelles exhibited a time-modulated disappearance as observed in saline  . The micelles exhibited 5.2- and 4.6-fold higher AUC of Pt in the plasma and tumor, respectively, with minimal change in the kidney, in comparison with free CDDP, suggesting that prolonged circulation of Pt in circulation and specific accumulation in the tumor were achieved utilizing the micellar drug carrier system. Administration of the micelles at the dose exhibiting antitumor activity similar to free CDDP did not increase the plasma BUN, whereas free CDDP induced its remarkable increase. 
 . CDDP-loaded micelles restrained nephrotoxicity, which is the dose-limiting factor of CDDP, while exhibiting tumor-specific accumulation. Thus, CDDP-loaded micelles are expected to be a novel formulation of CDDP for clinical use.",,,,2001
35,,,[],"
 . The purpose of this study was to determine the usefulness of transferrin (TF)-pendant-type polyethyleneglycol (PEG)-liposomes (TF-PEG-liposomes), in which TF was covalently linked to the distal terminal of PEG chains on the external surface of PEG-liposomes as a carrier for   cytoplasmic targeting to tumor cells. 
 . Small unilamellar TF-PEG-liposomes (100-140 nm in diameter) were prepared from DSPC, CH, DSPE-PEG, and DSPE-PEG-COOH (2:1:0.11:0.021, molar ratio), and were conjugated to TF via the carboxyl residue of DSPE-PEG-COOH. The intracellular targeting ability of TF-PEG-liposomes to tumor cells was examined   and in Colon 26 tumor-bearing mice. 
 . TF-PEG-liposomes, bearing approximately 25 TF molecules per liposome, readily bound to mouse Colon 26 cells   and were internalized by receptor-mediated endocytosis. TF-PEG-liposomes showed a prolonged residence time in the circulation and low RES uptake in Colon 26 tumor-bearing mice, resulting in enhanced extravasation of the liposomes into the solid tumor tissue. Electron microscopic studies in Colon 26 tumor-bearing mice revealed that the extravasated TF-PEG-liposomes were internalized into tumor cells by receptor-mediated endocytosis. 
 . TF-PEG-liposomes had the capabilities of specific receptor binding and receptor-mediated endocytosis to target cells after extravasation into solid tumors  . Such liposomes should be useful for   cytoplasmic targeting of chemotherapeutic agents or plasmid DNAs to target cells.",,,,2001
36,,,[],"
 . A genetic neural network (GNN) model was developed to predict the phase behavior of microemulsion (ME), lamellar liquid crystal (LC), and coarse emulsion forming systems (W/O EM and O/W EM) depending on the content of separate components in the system and cosurfactant nature. 
 . Eight pseudoternary phase triangles, containing ethyl oleate as the oil component and a mixture of two nonionic surfactants and n-alcohol or 1,2-alkanediol as a cosurfactant, were constructed and used for training, testing, and validation purposes. A total of 21 molecular descriptors were calculated for each cosurfactant. A genetic algorithm was used to select important molecular descriptors, and a supervised artificial neural network with two hidden layers was used to correlate selected descriptors and the weight ratio of components in the system with the observed phase behavior. 
 . The results proved the dominant role of the chemical composition, hydrophile-lipophile balance, length of hydrocarbon chain, molecular volume, and hydrocarbon volume of cosurfactant. The best GNN model, with 14 inputs and two hidden layers with 14 and 9 neurons, predicted the phase behavior for a new set of cosurfactants with 82.2% accuracy for ME, 87.5% for LC, 83.3% for the O/W EM, and 91.5% for the W/O EM region. 
 . This type of methodology can be applied in the evaluation of the cosurfactants for pharmaceutical formulations to minimize experimental effort.",,,,2001
37,,,[],"
 . To develop the physiologically sound concept of fractal volume of drug distribution,  
 , and evaluate its utility and applicability in interspecies pharmacokinetic scaling. 
 . Estimates for  
  of various drugs in different species were obtained from the relationship:   where   is the total volume of the species (equivalent to its total mass assuming a uniform density 1g/mL),  
  is the plasma volume of the species and  
  is the conventional volume of drug distribution. This equation was also used to calculate the fractal analogs of various volume terms of drug distribution (the volume of central compartment,  
 , the steady state volume of distribution,  
 , and the volume of distribution following pseudodistribution equilibrium,  
 ). The calculated fractal volumes of drug distribution were correlated with body mass of different mammalian species and allometric exponents and coefficients were determined. 
 . The calculated values of  
  for selected drugs in humans provided meaningful and physiologically sound estimates for the distribution of drugs in the human body. For all fractal volume terms utilized, the allometric exponents were found to be either one or close to unity. The estimates of the allometric coefficients were found to be in the interval (0,1). These decimal values correspond to a fixed fraction of the fractal volume term relative to body mass in each one of the species. 
 . Fractal volumes of drug distribution scale proportionally to mass. This confirms the theoretically expected relationship between volume and mass in mammalian species.",,,,2001
38,,,[],"
 . To investigate new models characterizing dissolution data obtained for heterogenous materials (model I) and under randomly time-varying conditions (model II). 
 . In model I, the heterogeneity of the dissolving substance introduces variation of the fractional dissolution rate. In model II, the fractional dissolution rate evolves randomly, and thus the dissolution has the characteristics of a stochastic process. This situation is studied for the constant and time-dependent means of the dissolution rate. 
 . The time dynamics of the dissolved fraction is presented for model I. The standard characteristics of dissolution are derived under general conditions and for several examples. One of them is in accordance with a function found empirically (1). A duality between the time-dependency of the fractional dissolution rate and the heterogeneity of the substance is investigated. The mean and variance of the dissolved fraction are calculated for model II. A method for estimating the mean dissolution rate is proposed and illustrated using Monte-Carlo experiments. 
 . It follows from model I that the heterogeneity, with the same mean properties, slows down the dissolution with respect to the homogeneous case. The second approach permits predictions about the role of the stochastic fluctuations of the dissolution rate and to establish the boundaries for the dissolution profiles.",,,,2001
39,,,[],,,,,2001
40,,,[],"
 . To utilize power spectral analysis (PSA) of heart rate variability (HRV) as a pharmacodynamic (PD) measure of atropine parasympathetic effect, and to model the kinetics of action. 
 . Heart rate data was collected following atropine administration to rats and was analyzed off-line for high frequency peaks by PSA of HRV as a measure of parasympathetic tone. A temporal cumulative approach (TCA) detected transient changes in parasympathetic activity. The pharmacokinetics (PK) was analyzed and linked to both direct and indirect PK-PD models. 
 . TCA enabled a quantitative measure of atropine parasympathetic activity. A simultaneous fit of the indirect PK-PD model to the experimental data of all three atropine doses successfully captured the experimental data. 
 . TCA can be used as a quantitative measure of parasympathetic tone. Our work has established a preclinical model to investigate the kinetics of drug action on the autonomic nervous system.",,,,2001
41,,,[],"
 . The purpose of this study was to determine the osmolality of sulfobutylether (SBE) and hydroxypropyl (HP) derivatives of cyclodextrins (CDs) via vapor pressure osmometry (VPO) and freezing point depression (FPD). (SBE) and HP-CDs are efficient excipients capable of solubilizing and stabilizing poorly water-soluble drugs in parenteral formulations. (SBE)-CDs have also been used as solubility enhancers and osmotic agents for the sustained release of poorly water-soluble drugs from osmotic pump tablets. The knowledge of the CD's osmolality in solution or inside such tablets would allow one to further characterize the release mechanisms. 
 . Experiments were conducted at 37°C with eight types of HP and (SBE)-CDs. The aqueous solutions ranged from 0.005-0.350 mol l 
 . Methods were developed to allow the measurement of high osmolalities using a vapor pressure osmometer or a differential scanning calorimeter. 
 . The osmolality calculations from the VPO and FPD measurements correlated well. The osmolality of (SBE)-CDs was significantly higher than the osmolality of HP-CDs and increased with the total degree of substitution (TDS). All CDs showed deviations from ideality at high concentrations. 
 . Empirical correlations of osmolality with concentration and TDS allowed the prediction of osmolality over a wide concentration range. This study also gave some useful insights into the behavior of CD derivatives in solution.",,,,2001
42,,,[],,,,,2001
43,,,[],,,,,2001
44,,,[],,,,,2001
45,,,[],,,,,2001
46,,,[],,,,,2001
47,,,[],"
  This study was conducted to explore the role of the peripheral lymphatics in insulin absorption following subcutaneous (SC) administration using a sheep model that allows continuous collection of peripheral lymph and simultaneous assessment of systemic bioavailability. 
  In a parallel group design, soluble human insulin (0.5 IU/kg) was administered by bolus SC injection into the interdigital space of the hind leg of non-cannulated control sheep, and sheep in which the efferent popliteal lymph duct was cannulated. A separate group received a bolus IV injection (0.15 IU/kg). Blood was sampled from all animals, and lymph was collected continuously over 12 h post-dosing. Samples were assayed for insulin by ELISA. 
  The SC bioavailability of insulin in control sheep was 31.5 ± 3.2%, which was significantly higher than when the peripheral lymph was continuously collected (18.4 ± 1.7%). In the lymph-cannulated animals, 17.3 ± 1.0% of the dose was collected in peripheral lymph. 
  Based on the direct measurement of insulin in regional lymph and on the decrease in the systemic bioavailability when regional lymph was continuously collected, the results demonstrate that lymphatic absorption contributed significantly to the overall insulin bioavailability following SC administration to sheep.",,,,2001
48,,,[],,,,,2001
49,,,[],,,,,2001
50,,,[],,,,,2001
51,,,[],,,,,2001
52,,,[],,,,,2001
53,,,[],"
 . Lipid-water partitioning of 187 pharmaceuticals has been assessed with solid-supported lipid membranes (TRANSIL) in microwell plates and with multilamellar liposomes for a data comparison. The high-throughput potential of the new approach was evaluated. 
 . Drugs were incubated at pH 7.4 with egg yolk lecithin membranes either on a solid support (TRANSIL beads) or in the form of multilamellar liposomes. Phase separation of lipid and water phase was achieved by ultracentrifugation in case of liposomes or by a short filtration step in case of solid-supported lipid membranes. 
 . Lipid-water partitioning data of both approaches correlate well without systematic deviations in the investigated lipophilicity range. The solid-supported lipid membrane approach provides high-precision data in an automated microwell-plate setup. The lipid composition of the solid-supported lipid membranes was varied to study the influence of membrane change on lipid-water partitioning. In addition, pH-dependent measurements have been performed with minimal experimental effort. 
 . Solid-supported lipid membranes represent a valuable tool to determine physiologically relevant lipid-water partitioning data of pharmaceuticals in an automated setup and is well suited for high-throughput data generation in lead optimization programs.",,,,2001
54,,,[],,,,,2001
55,,,[],,,,,2001
56,,,[],,,,,2001
57,,,[],,,,,2001
58,,,[],,,,,2001
59,,,[],,,,,2001
60,,,[],,,,,2001
61,,,[],,,,,2001
62,,,[],,,,,2001
63,,,[],,,,,2002
64,,,[],,,,,2002
65,,,[],"
  To identify the slip system of L-lysine monohydrochloride dihydrate (LH) and to relate it to the deformation behavior under uniaxial compression. 
  The indentation hardness of the {100} face and the indentation moduli of the {100} and {011} faces of plate-shaped single crystals of LH (LHP) were determined using Knoop and Berkovich indenters, respectively. The deformation behavior during uniaxial compression was studied by the punch-stress vs. punch-displacement profile and by electron microscopy of the deformed crystals within cracked compacts. 
  The different indentation (elastic) moduli of the {100} and {011} faces of the crystals are consistent with the molecular packing density along these planes and suggest anisotropy. The existence of the {001} <100> slip system is proposed based on the pattern of changing indentation hardness with varying orientation of the Knoop indenter. A jagged uniaxial compression profile suggests deformation by mechanical twinning and not simple slip. The hypothesis of deformation by mechanical twinning is supported by the appearance of twin bands along the crystal faces as observed by electron microscopy of the cracked compacts. 
  During compression, most LHP crystals have their {100} faces oriented normal to, or inclined to, the compression axis, thereby facilitating plastic deformation along the {001} <100> slip system by mechanical twinning. Due to the low attachment energy between them, the {001} planes can also act as cleavage planes. This study demonstrates that knowledge of the crystal structure and slip systems can be used to model the tableting and compaction behavior of molecular crystals, such as LH.",,,,2002
66,,,[],"
  To derive a QSPR model for estimation of aqueous solubility of organic compounds. 
  Solubility data for 930 diverse compounds was investigated with principal component regression analysis. This set of compounds consists of pharmaceuticals, pollutants, nutrients, herbicides, and pesticides. The diversity of this collection was analyzed using MACCS fingerprint and BCUT chemistry space. 
  The training set of the solubility data is as diverse as the Available Chemicals Directory, and more diverse than the MDL Drug Data Report. Forty-six molecular descriptors were screened using a genetic algorithm. A QSPR model with a squared correlation coefficient (r ) of 0.92, a root mean square error of 0.53 log molar solubility (log S ), an average absolute estimation error of 0.36 log S , and a cross-validated q  of 0.91 was derived. The QSPR model was validated with a test set of 249 compounds not included in the training set. The absolute estimation error for the test set of compounds was 0.39 log S . 
  A highly predictive QSPR model for estimating aqueous solubility was derived and validated. This model can be used to estimate aqueous solubility for virtual screening and combinatorial library design.",,,,2002
67,,,[],"
  The weak aqueous interaction between the protein lactate dehydrogenase (LDH) and the nonionic surfactant Tween 80 has been investigated, because weak protein-amphiphile interactions are of significant importance in pharmaceutical formulations, but are experimentally hard to determine. The system LDH/sodium dodecyl sulphate (SDS) was used as reference because SDS, by its strong protein binding, denatures LDH completely. 
  Fluorescence spectroscopy with pyrene and 1,3-bis(1-phenyl)propane (P3P) as probes, intrinsic protein fluorescence and NMR spectroscopy have been used. 
  The fluorescence probe pyrene monitors a weak Tween-LDH interaction, detectable below the critical micelle concentration of ordinary Tween micelles. The microviscosity probe P3P shows a surfactant-induced denaturation in the case of LDH/SDS but not in the case of LDH/Tween 80. Intrinsic LDH fluorescence verifies this behavior. Pulsed-gradient spin-echo NMR was also used to verify the weak LDH-Tween 80 interaction. 
  A weak interaction between LDH and Tween 80 occurs at hydrophobic zones of the protein, but it is not strong enough to denature LDH. The experimental outline used here provides a useful approach for mapping the very weak protein-amphiphile interactions often present in pharmaceutical formulations.",,,,2002
68,,,[],"
  To determine the effect of protein concentration on aggregation induced through quiescent shelf-life incubation or shipping-related agitation. 
  All aggregation was measured by size-exclusion high-performance liquid chromatography. Aggregation was induced by time-dependent incubation under stationary conditions or by agitation caused by shaking, vortexing, or vibration using simulated shipping conditions. 
  Protein aggregation is commonly a second- or higher-order process that is expected to increase with higher protein concentration. As expected, for three proteins (PEG-GCSF, PEG-MGDF, and OPG-Fc) that were examined, the aggregation increased with higher protein concentration if incubated in a quiescent shelf-life setting. However, aggregation decreased with higher protein concentration if induced by an air/water interface as a result of agitation. This unexpected result may be explained by the rate-limiting effect on aggregation of the air/water interface and the critical nature of the air/water interface to protein ratio that is greatest with decreased protein concentration. The non-ionic detergent polysorbate 20 enhanced the aggregation observed in the quiescently incubated sample but abrogated the aggregation induced by the air/water interface. 
  The effect of protein concentration was opposite for aggregation that resulted from quiescent shelf-life treatment compared to induction by agitation. For motionless shelf-life incubation, increased concentration of protein resulted in more aggregation. However, exposure to agitation resulted in more aggregation with decreased protein concentration. These results highlight an unexpected complexity of protein aggregation reactions.",,,,2002
